,l1,l2,l3,l4,l5,l6
3943,694,640,604,1035,1633,1137
3944,715,774,719,1143,1729,1693
3945,848,773,576,985,1609,1921
3946,831,629,572,977,1605,2086
3947,656,625,576,976,1604,2219
3948,653,629,576,982,1610,2320
3949,656,625,566,977,1601,2416
3950,656,626,570,976,1600,2994
3951,655,630,569,979,1600,3010
3952,651,629,571,980,1604,3032
3953,656,625,567,978,1597,3047
3954,653,631,571,979,1599,3084
3955,656,627,570,979,1602,3105
3956,655,631,575,978,1605,1535
3957,656,627,577,983,1600,1327
3958,655,629,720,1040,1630,1366
3959,656,773,725,1139,1719,1328
3960,835,767,715,1139,1719,1303
3961,825,630,579,1017,1702,1177
3962,685,635,583,1021,1630,1247
3963,697,646,719,1042,1634,1136
3964,737,775,583,1034,1632,1136
3965,838,644,720,1036,1638,1243
3966,735,772,723,1143,1725,1245
3967,838,768,710,1143,1718,1237
3968,826,742,569,1020,1725,1130
3969,688,641,586,1021,1632,1125
3970,696,643,579,1021,1630,1136
3971,727,640,593,1035,1635,1138
3972,708,722,721,1145,1667,1244
3973,843,770,722,1138,1725,1235
3974,833,767,579,1139,1721,1136
3975,822,637,577,1023,1633,1243
3976,687,639,582,1015,1659,1125
3977,708,634,584,1023,1632,1131
3978,701,642,721,1046,1637,1238
3979,752,773,720,1150,1728,1245
3980,838,769,719,1136,1727,1236
3981,821,634,576,1020,1707,1111
3982,688,635,575,986,1614,1104
3983,699,626,566,986,1607,1104
3984,656,629,575,975,1605,1104
3985,654,627,573,976,1605,1107
3986,654,629,576,990,1600,1104
3987,652,631,567,981,1605,1104
3988,656,626,570,979,1603,1104
3989,656,627,574,976,1601,1106
3990,656,633,571,975,1600,1104
3991,656,627,564,981,1600,1110
3992,656,631,579,978,1594,1103
3993,656,628,571,980,1598,1101
3994,656,628,566,977,1602,1104
3995,653,631,573,979,1603,1104
3996,656,633,574,976,1605,1104
3997,656,626,577,985,1601,1103
3998,656,630,572,978,1601,1104
3999,655,629,576,976,1600,1105
4000,655,630,574,976,1601,1101
4001,656,633,578,975,1597,1104
4002,655,629,574,976,1601,1104
4003,3201,628,570,975,1603,1105
4004,3225,627,577,977,1601,1104
4005,2832,631,577,976,1600,1104
4006,2242,631,574,978,1601,1110
4007,1971,630,575,974,1604,1103
4008,1909,630,575,977,1601,1104
4009,2066,626,572,976,1601,1106
4010,3525,629,576,977,1599,1104
4011,3538,625,576,974,1603,1103
4012,3563,627,575,982,1606,1101
4013,3573,626,560,977,1600,1104
4014,3583,626,567,974,1599,1105
4015,3606,625,574,976,1600,1104
4016,3717,626,566,976,1606,1104
4017,3715,629,576,979,1607,1103
4018,3729,629,570,975,1605,1104
4019,3730,629,576,976,1596,1104
4020,3728,628,578,976,1602,1104
4021,3735,628,569,979,1599,1101
4022,3792,626,576,975,1600,1102
4023,3793,627,575,976,1601,1104
4024,3790,626,563,976,1603,1104
4025,3792,627,575,976,1599,1099
4026,3799,626,576,976,1603,1102
4027,3798,625,574,975,1601,1104
4028,3825,626,566,975,1600,1103
4029,3824,624,571,976,1606,1104
4030,3819,624,566,973,1600,1101
4031,3824,625,560,975,1595,1104
4032,3831,626,566,973,1600,1103
4033,3831,623,570,973,1598,1098
4034,3839,627,573,971,1598,1103
4035,3847,626,561,969,1600,1104
4036,3840,624,567,976,1598,1097
4037,3841,626,564,971,1602,1101
4038,3842,623,569,975,1595,1102
4039,3853,628,569,976,1596,1099
4040,3857,627,571,975,1601,1104
4041,3853,624,571,973,1600,1101
4042,3855,625,571,976,1599,1103
4043,3856,624,567,973,1591,1099
4044,3846,626,576,976,1602,1099
4045,3808,625,569,976,1603,1099
4046,3866,625,569,976,1600,1101
4047,3861,627,574,974,1601,1101
4048,3856,624,573,976,1600,1103
4049,3851,625,570,970,1599,1098
4050,3857,624,569,979,1596,1103
4051,3859,625,572,974,1600,1104
4052,3867,625,562,971,1600,1102
4053,3854,626,577,971,1593,1101
4054,3859,626,571,969,1600,1104
4055,3882,624,567,974,1597,1102
4056,3855,624,572,976,1598,1098
4057,3860,624,567,967,1597,1100
4058,3878,624,575,976,1596,1101
4059,3869,626,573,974,1598,1099
4060,3866,624,565,976,1601,1099
4061,3883,626,565,975,1598,1101
4062,3878,625,567,971,1597,1099
4063,3873,626,566,974,1598,1101
4064,3885,625,569,972,1593,1099
4065,3874,624,569,971,1600,1104
4066,3877,627,562,972,1598,1099
4067,3878,624,565,974,1595,1104
4068,3888,627,576,973,1602,1101
4069,3888,625,570,974,1594,1099
4070,3885,624,575,976,1597,1103
4071,3883,625,567,974,1601,1099
4072,3888,626,571,977,1599,1093
4073,3891,625,576,969,1598,1104
4074,3885,624,565,972,1599,1104
4075,3884,627,573,976,1600,1104
4076,3892,627,571,971,1597,1097
4077,3893,624,569,965,1598,1102
4078,3883,625,567,966,1598,1104
4079,3889,626,570,974,1599,1102
4080,3888,628,561,972,1600,1102
4081,3891,626,570,977,1594,1226
4082,2112,626,705,1119,1709,1123
4083,687,765,587,1022,1625,1117
4084,833,767,576,1008,1619,1223
4085,848,630,691,1124,1710,1129
4086,694,630,579,1011,1629,1230
4087,677,631,573,1104,1706,1232
4088,695,627,712,1130,1712,1129
4089,683,763,715,1147,1638,1122
4090,815,765,577,1020,1636,1229
4091,839,637,577,1008,1709,1124
4092,702,630,587,1018,1629,1196
4093,682,633,576,1007,1621,1231
4094,717,631,709,1127,1714,1230
4095,681,759,714,1139,1717,1126
4096,802,765,576,1015,1626,1125
4097,830,641,574,1006,1623,1153
4098,737,631,705,1136,1718,1120
4099,687,757,577,1005,1621,1232
4100,675,629,699,1127,1712,1232
4101,687,627,710,1136,1718,1123
4102,676,763,607,1023,1629,1123
4103,819,763,576,1013,1626,1211
4104,843,630,569,1004,1616,1232
4105,690,630,710,1133,1712,1105
4106,677,757,571,977,1606,1104
4107,805,625,573,971,1605,1110
4108,650,626,572,975,1598,1104
4109,653,629,567,976,1600,1104
4110,647,627,571,975,1591,1097
4111,651,626,571,975,1600,1098
4112,654,2194,571,978,1595,1102
4113,652,2493,580,976,1602,1104
4114,651,2705,576,977,1603,1105
4115,651,2866,577,975,1606,1107
4116,654,2993,579,976,1609,1106
4117,654,3103,577,983,1611,1113
4118,655,3715,580,985,1603,1114
4119,657,3731,578,989,1604,1113
4120,658,3747,589,993,1605,1110
4121,663,3758,577,979,1609,1110
4122,660,3773,581,986,1612,1119
4123,659,3782,582,990,1610,1115
4124,662,3898,589,993,1606,1110
4125,664,3889,591,989,1606,1115
4126,663,3903,583,989,1607,1113
4127,657,3901,588,985,1610,1117
4128,661,3915,589,990,1602,1113
4129,663,3917,585,991,1611,1111
4130,663,3969,583,993,1611,1111
4131,667,3959,583,989,1606,1110
4132,663,3967,581,993,1607,1115
4133,663,3965,582,991,1618,1107
4134,663,3961,583,992,1601,1114
4135,662,3971,583,991,1600,1113
4136,667,3983,583,992,1614,1111
4137,670,3984,585,990,1604,1118
4138,668,3995,581,998,1607,1118
4139,667,3990,583,991,1607,1109
4140,662,3987,585,995,1610,1110
4141,661,3994,580,995,1612,1111
4142,665,4016,592,991,1613,1149
4143,662,4014,612,1040,1646,1155
4144,666,4016,622,1043,1659,1153
4145,717,4021,609,1046,1648,1261
4146,709,4030,721,1168,1739,1264
4147,718,4065,726,1182,1747,1264
4148,881,4095,731,1189,1744,1257
4149,902,4095,727,1181,1749,1260
4150,899,4095,726,1186,1743,1259
4151,897,4095,723,1180,1753,1260
4152,894,4095,731,1179,1743,1261
4153,893,4095,734,1184,1744,1261
4154,895,4095,731,1184,1743,1261
4155,897,4095,726,1178,1744,1258
4156,895,4095,725,1181,1745,1264
4157,897,4095,726,1185,1755,1261
4158,895,4095,723,1188,1758,1262
4159,896,4095,735,1185,1744,1265
4160,893,4095,726,1178,1741,1263
4161,895,4095,729,1183,1749,1183
4162,896,4095,622,1088,1680,1259
4163,894,4095,728,1173,1744,1263
4164,767,4095,731,1179,1751,1261
4165,872,4095,724,1191,1743,1261
4166,893,4095,735,1187,1747,1264
4167,890,4095,727,1182,1745,1264
4168,894,4095,724,1183,1744,1264
4169,897,4095,734,1177,1749,1259
4170,894,4095,722,1179,1745,1264
4171,896,4095,733,1186,1746,1262
4172,895,4095,736,1185,1747,1262
4173,895,4095,721,1187,1754,1264
4174,897,4095,725,1185,1747,1264
4175,895,4095,727,1182,1744,1264
4176,891,4095,721,1191,1747,1261
4177,896,4095,736,1187,1745,1264
4178,896,4095,726,1182,1745,1264
4179,895,4095,733,1179,1746,1361
4180,897,1075,734,1201,1762,1279
4181,897,816,742,1215,1776,1362
4182,938,795,834,1293,1842,1367
4183,955,786,735,1212,1774,1285
4184,938,790,734,1216,1771,1280
4185,944,789,738,1209,1769,1283
4186,954,790,759,1222,1774,1281
4187,965,898,848,1307,1775,1285
4188,1072,897,735,1214,1774,1286
4189,1065,797,752,1215,1774,1285
4190,965,901,855,1303,1782,1363
4191,1071,902,850,1299,1843,1365
4192,1062,898,848,1298,1845,1281
4193,1055,895,842,1209,1774,1286
4194,1041,895,735,1213,1775,1277
4195,930,793,738,1217,1776,1283
4196,958,803,852,1229,1776,1306
4197,1005,903,854,1300,1842,1362
4198,1062,898,854,1298,1843,1279
4199,1055,895,854,1225,1776,1266
4200,1050,896,725,1195,1751,1264
4201,1067,784,725,1186,1746,1270
4202,903,784,730,1188,1749,1260
4203,904,784,725,1188,1747,1263
4204,897,784,731,1190,1747,1179
4205,898,784,3173,1086,1665,1167
4206,896,784,3381,1065,1663,1263
4207,898,676,3583,1177,1749,1261
4208,721,783,3720,1185,1744,1264
4209,886,784,3829,1183,1749,1251
4210,889,784,3904,1187,1749,1264
4211,893,784,4095,1186,1741,1258
4212,893,783,4095,1180,1749,1259
4213,895,784,4095,1182,1744,1264
4214,892,783,4095,1187,1744,1264
4215,894,784,4095,1182,1743,1263
4216,895,784,4095,1180,1749,1259
4217,895,784,4095,1179,1747,1264
4218,895,782,4095,1182,1744,1262
4219,895,784,4095,1185,1748,1261
4220,894,784,4095,1185,1745,1264
4221,896,783,4095,1185,1747,1264
4222,893,784,4095,1173,1750,1262
4223,897,782,4095,1186,1749,1264
4224,874,784,4095,1184,1746,1264
4225,895,782,4095,1184,1747,1263
4226,894,784,4095,1185,1749,1264
4227,895,784,4095,1183,1744,1264
4228,896,784,4095,1191,1753,1265
4229,896,784,4095,1190,1749,1264
4230,897,786,4095,1188,1751,1267
4231,910,789,4095,1193,1754,1275
4232,907,789,4095,1193,1757,1266
4233,910,790,4095,1195,1752,1267
4234,909,790,4095,1197,1748,1267
4235,910,786,4095,1195,1747,1273
4236,912,789,4095,1198,1749,1270
4237,911,784,4095,1195,1750,1267
4238,911,791,4095,1198,1751,1268
4239,913,787,4095,1189,1750,1271
4240,913,789,4095,1191,1751,1269
4241,911,793,4095,1199,1762,1266
4242,913,787,4095,1194,1745,1269
4243,912,790,4095,1198,1755,1266
4244,912,789,4095,1200,1755,1270
4245,912,790,4095,1199,1751,1265
4246,907,795,4095,1200,1749,1273
4247,912,789,4095,1189,1758,1274
4248,912,786,4095,1190,1748,1271
4249,913,788,4095,1194,1759,1267
4250,912,793,4095,1199,1755,1273
4251,912,784,4095,1190,1753,1270
4252,914,789,4095,1198,1756,1187
4253,912,790,4095,1107,1680,1173
4254,912,790,4095,1072,1667,1265
4255,910,691,4095,1184,1749,1184
4256,738,789,4095,1101,1679,1265
4257,894,688,4095,1197,1751,1265
4258,813,789,4095,1196,1758,1270
4259,914,787,4095,1195,1754,1266
4260,912,786,4095,1199,1754,1271
4261,915,789,4095,1199,1754,1270
4262,912,790,4095,1194,1753,1271
4263,912,790,4095,1190,1750,1271
4264,912,784,4095,1198,1754,1269
4265,911,791,4095,1195,1750,1268
4266,912,794,4095,1199,1757,1269
4267,914,790,4095,1194,1763,1270
4268,912,791,4095,1191,1749,1267
4269,906,790,748,1199,1750,1286
4270,912,796,763,1229,1776,1401
4271,913,831,898,1335,1868,1290
4272,1109,939,741,1226,1782,1294
4273,1091,805,906,1344,1797,1294
4274,973,944,881,1334,1778,1398
4275,1104,801,898,1338,1874,1392
4276,959,939,734,1263,1865,1296
4277,1098,798,763,1232,1789,1402
4278,955,860,885,1339,1872,1295
4279,1110,933,739,1229,1781,1394
4280,1089,802,899,1339,1871,1290
4281,976,943,742,1223,1785,1394
4282,1101,801,893,1339,1873,1394
4283,982,934,743,1227,1871,1295
4284,1094,796,767,1238,1778,1399
4285,959,933,880,1333,1872,1299
4286,1105,931,742,1233,1787,1298
4287,1082,802,751,1232,1782,1329
4288,974,810,909,1354,1887,1407
4289,990,950,743,1347,1874,1298
4290,1109,803,767,1235,1791,1412
4291,967,834,896,1346,1883,1289
4292,1126,942,744,1232,1781,1282
4293,1099,803,743,1200,1762,1285
4294,976,794,738,1200,1763,1281
4295,925,789,738,1390,1767,1280
4296,919,794,737,1793,1771,1275
4297,923,799,736,2094,1760,1270
4298,917,793,743,3145,1759,1277
4299,916,795,741,3181,1758,1269
4300,923,794,738,3210,1755,1271
4301,914,797,731,3244,1761,1273
4302,918,794,736,3264,1761,1275
4303,917,795,741,3282,1762,1267
4304,921,796,738,3487,1763,1271
4305,912,795,752,3489,1755,1265
4306,914,791,739,3519,1759,1274
4307,913,806,741,3517,1754,1271
4308,912,790,739,3530,1759,1275
4309,914,791,745,3541,1761,1274
4310,916,795,747,3613,1757,1275
4311,918,795,735,3632,1759,1268
4312,915,785,742,3643,1758,1269
4313,915,793,736,3645,1758,1267
4314,914,797,739,3659,1755,1277
4315,917,796,743,3665,1757,1270
4316,912,791,731,3679,1761,1269
4317,915,791,738,3731,1756,1254
4318,917,795,740,3745,1758,1267
4319,915,795,739,3728,1759,1275
4320,914,794,738,3747,1761,1271
4321,917,794,737,3747,1757,1273
4322,915,797,736,3730,1763,1270
4323,915,793,741,3779,1754,1269
4324,916,797,743,3765,1756,1272
4325,913,798,738,3786,1761,1274
4326,917,787,743,3780,1763,1269
4327,915,795,743,3775,1756,1274
4328,915,791,737,3799,1760,1265
4329,917,799,742,3786,1762,1271
4330,919,794,738,3787,1742,1275
4331,917,797,748,3779,1767,1268
4332,917,796,745,3783,1756,1268
4333,919,791,742,3787,1758,1268
4334,914,791,742,3786,1757,1275
4335,913,799,747,3779,1758,1269
4336,917,798,742,3789,1758,1279
4337,916,797,736,3791,1757,1274
4338,919,795,743,3787,1763,1274
4339,912,800,746,3777,1759,1274
4340,917,797,738,3793,1757,1275
4341,921,791,747,3808,1759,1271
4342,915,797,739,3810,1762,1267
4343,915,797,752,3810,1761,1277
4344,919,799,742,3807,1763,1278
4345,917,790,741,3809,1760,1197
4346,916,791,737,3811,1761,1180
4347,916,798,639,3798,1675,1264
4348,915,691,742,3821,1754,1273
4349,737,791,738,3823,1755,1269
4350,909,794,736,3819,1760,1273
4351,914,794,739,3811,1755,1273
4352,918,795,736,3822,1760,1274
4353,914,795,747,3824,1760,1270
4354,919,799,738,3834,1763,1275
4355,915,797,749,3813,1755,1277
4356,917,796,747,3822,1753,1279
4357,918,795,737,3827,1760,1270
4358,915,791,745,3823,1759,1269
4359,914,797,737,3827,1763,1269
4360,916,798,738,3824,1763,1271
4361,915,795,737,3821,1755,1274
4362,916,796,743,3811,1763,1277
4363,917,797,741,3819,1762,1270
4364,918,794,735,3823,1759,1270
4365,917,786,752,1250,1751,1396
4366,914,799,750,1264,1797,1396
4367,923,805,752,1258,1776,1395
4368,965,806,752,1258,1779,1359
4369,971,805,750,1247,1786,1286
4370,975,804,753,1245,1782,1294
4371,974,806,752,1235,1806,1296
4372,974,807,758,1242,1786,1291
4373,995,814,752,1232,1786,1296
4374,999,814,758,1238,1791,1296
4375,1002,816,755,1238,1787,1408
4376,1008,817,753,1236,1787,1296
4377,1022,820,902,1254,1790,1298
4378,1087,950,909,1253,1793,1296
4379,1109,947,901,1274,1793,1301
4380,1114,945,906,1348,1803,1305
4381,1106,944,912,1351,1796,1296
4382,1105,944,903,1345,1785,1297
4383,1103,944,757,1233,1785,1297
4384,1105,833,768,1232,1791,1295
4385,1121,858,773,1235,1791,1293
4386,1107,949,783,1233,1791,1297
4387,1115,947,802,1245,1787,1399
4388,1111,947,859,1225,1871,1279
4389,1111,944,741,1207,1770,1280
4390,1111,797,739,1194,1761,1273
4391,923,797,737,1203,1757,1273
4392,914,797,739,1201,1760,1275
4393,913,796,739,1203,1759,1194
4394,919,794,737,1200,3415,1178
4395,915,797,640,1076,3455,1213
4396,914,691,663,1110,3515,1263
4397,741,720,735,1187,3564,1269
4398,753,793,736,1188,3599,1270
4399,896,793,737,1189,3622,1264
4400,912,793,742,1199,3824,1266
4401,913,790,737,1200,3840,1269
4402,911,790,739,1199,3845,1271
4403,912,794,742,1194,3841,1269
4404,914,794,736,1200,3862,1271
4405,913,793,738,1198,3856,1271
4406,912,794,739,1200,3903,1275
4407,912,795,743,1200,3911,1274
4408,915,797,747,1200,3935,1277
4409,917,799,743,1201,3961,1279
4410,923,795,746,1203,3923,1273
4411,921,801,741,1201,3935,1278
4412,923,800,748,1199,3974,1280
4413,923,801,745,1207,3975,1279
4414,924,799,743,1206,3981,1278
4415,931,797,748,1201,3979,1280
4416,929,802,752,1214,3991,1281
4417,932,805,752,1201,3974,1278
4418,927,799,747,1202,3987,1281
4419,929,800,751,1205,4002,1283
4420,930,799,747,1200,4007,1279
4421,928,799,747,1206,4019,1274
4422,931,801,746,1204,4000,1279
4423,937,802,744,1201,4014,1282
4424,933,802,753,1211,4005,1282
4425,934,802,752,1203,4005,1280
4426,934,801,750,1201,3991,1281
4427,933,803,749,1213,4015,1281
4428,934,805,752,1211,3998,1285
4429,935,802,751,1207,4006,1280
4430,934,801,752,1209,4004,1275
4431,934,799,754,1209,4015,1278
4432,935,803,752,1212,4016,1275
4433,931,802,748,1207,4015,1283
4434,933,809,749,1205,4005,1282
4435,938,799,748,1210,3998,1282
4436,938,805,751,1201,4022,1287
4437,934,807,752,1208,4029,1196
4438,935,801,645,1104,4015,1190
4439,941,706,654,1099,4017,1190
4440,767,710,656,1091,4010,1199
4441,764,711,660,1101,4019,1190
4442,763,718,656,1095,4016,1286
4443,770,711,752,1204,4011,1285
4444,767,810,755,1211,4026,1283
4445,941,802,756,1210,4023,1280
4446,943,810,752,1206,4027,1282
4447,941,810,754,1213,4017,1285
4448,939,803,751,1214,4021,1283
4449,943,811,754,1214,4022,1288
4450,939,809,755,1216,4028,1281
4451,943,807,751,1212,4016,1287
4452,944,811,762,1214,4027,1287
4453,943,812,758,1213,4016,1283
4454,946,811,752,1213,4015,1288
4455,944,806,750,1219,4023,1283
4456,944,804,757,1210,4031,1290
4457,944,811,753,1216,4018,1284
4458,943,807,752,1213,4018,1291
4459,945,811,751,1218,4022,1290
4460,943,806,756,1213,4023,1285
4461,945,804,751,1216,4021,1285
4462,946,808,755,1207,4013,1283
4463,945,803,755,1219,4021,1286
4464,941,802,751,1215,4026,1284
4465,943,806,752,1209,4038,1287
4466,944,809,749,1216,4031,1282
4467,943,807,753,1219,2143,1289
4468,943,802,754,1212,1987,1283
4469,943,807,751,1216,1920,1286
4470,944,806,754,1214,1878,1296
4471,944,812,767,1233,1877,1306
4472,945,827,870,1251,1873,1416
4473,1011,974,752,1356,1904,1427
4474,1146,971,752,1237,1808,1296
4475,1134,816,768,1249,1811,1307
4476,1003,826,880,1249,1811,1316
4477,1014,963,929,1367,1909,1421
4478,1136,962,915,1359,1895,1408
4479,1122,955,893,1342,1879,1407
4480,1117,805,743,1234,1885,1296
4481,962,808,762,1235,1791,1297
4482,978,817,767,1234,1804,1302
4483,994,865,901,1343,1810,1296
4484,1120,946,903,1345,1885,1295
4485,1110,939,757,1229,1794,1297
4486,1103,816,779,1245,1799,1305
4487,1002,946,912,1345,1884,1401
4488,1111,944,889,1341,1878,1398
4489,1104,935,884,1335,1872,1297
4490,1095,803,751,1223,1837,1318
4491,963,800,903,1345,1876,1399
4492,978,941,891,1344,1873,1398
4493,1093,931,775,1331,1870,1408
4494,1091,801,750,1219,1781,1293
4495,963,800,753,1233,1792,2620
4496,981,816,806,1241,1799,2682
4497,999,944,739,1203,1764,2730
4498,1105,791,751,1204,1741,2779
4499,918,795,742,1200,1761,2809
4500,917,798,736,1200,1761,2859
4501,914,795,742,1195,1754,3191
4502,913,788,731,1200,1759,3181
4503,912,792,645,1095,1685,3205
4504,913,701,660,1103,1690,3209
4505,759,720,659,1098,1686,3227
4506,773,710,656,1094,1680,3247
4507,759,711,656,1100,1680,3393
4508,756,710,655,1093,1671,3402
4509,766,714,656,1089,1679,3425
4510,763,705,699,1135,1703,3440
4511,755,749,739,1190,1743,3455
4512,817,795,736,1188,1754,3459
4513,903,794,736,1197,1750,3538
4514,912,798,744,1189,1758,3540
4515,912,793,738,1195,1757,3553
4516,912,796,737,1200,1759,3554
4517,913,795,749,1199,1754,3564
4518,916,795,738,1193,1758,3562
4519,913,789,736,1200,1755,3570
4520,913,794,741,1191,1755,3627
4521,912,795,740,1199,1751,3632
4522,912,795,738,1194,1760,3627
4523,912,795,746,1199,1755,3639
4524,915,793,739,1195,1759,3642
4525,912,791,742,1198,1755,3635
4526,911,791,745,1190,1759,3675
4527,912,793,743,1197,1759,3683
4528,910,793,739,1196,1748,3683
4529,916,795,731,1197,1759,3680
4530,912,795,737,1195,1754,3694
4531,914,793,742,1193,1744,3696
4532,912,798,739,1196,1759,3725
4533,915,795,737,1200,1758,3722
4534,915,792,738,1195,1762,3723
4535,913,791,740,1195,1758,3728
4536,913,793,742,1194,1749,3726
4537,912,797,749,1193,1759,3728
4538,913,797,740,1195,1761,3749
4539,912,791,741,1197,1755,3742
4540,914,789,743,1191,1754,3738
4541,913,797,745,1198,1754,3755
4542,912,795,739,1196,1758,3755
4543,914,795,738,1199,1754,3746
4544,912,790,737,1193,1761,3775
4545,913,791,739,1193,1758,3775
4546,913,795,740,1200,1750,3776
4547,915,795,739,1200,1759,3753
4548,913,797,734,1195,1759,3767
4549,912,789,738,1200,1760,3766
4550,912,793,749,1197,1753,3783
4551,917,795,738,1197,1758,3792
4552,916,795,737,1202,1750,3788
4553,915,793,735,1200,1760,3788
4554,912,795,745,1194,1758,3789
4555,912,795,735,1197,1751,3792
4556,912,794,739,1199,1754,3799
4557,914,793,734,1187,1759,3797
4558,913,795,742,1191,1758,3786
4559,903,795,745,1195,1759,3792
4560,913,791,743,1200,1753,3809
4561,912,793,742,1198,1747,3794
4562,912,798,740,1193,1751,1313
4563,913,790,745,1199,1758,1435
4564,912,790,890,1330,1866,1427
4565,912,806,752,1220,1858,1329
4566,954,801,752,1226,1782,1327
4567,972,815,906,1243,1786,1426
4568,1005,944,897,1342,1872,1407
4569,1105,940,890,1341,1872,1411
4570,1093,911,894,1337,1873,1408
4571,963,935,752,1346,1871,1304
4572,1082,800,751,1228,1782,1305
4573,966,807,766,1235,1782,1311
4574,980,887,896,1345,1820,1302
4575,1106,943,784,1233,1783,1296
4576,1099,935,900,1341,1815,1403
4577,1090,941,889,1334,1872,1408
4578,1091,933,746,1334,1862,1295
4579,1090,802,746,1229,1782,1296
4580,960,809,766,1232,1791,1296
4581,978,854,755,1226,1791,1298
4582,1104,816,899,1248,1786,1399
4583,1012,935,895,1332,1888,1401
4584,1101,935,884,1329,1873,1402
4585,1086,815,752,1225,1857,1296
4586,947,804,756,1226,1783,1281
4587,969,811,741,1200,1767,1277
4588,1002,790,743,1199,1760,1274
4589,914,793,743,1193,1750,1276
4590,909,791,737,1190,1757,1274
4591,912,794,737,1191,1757,1273
4592,912,793,742,1200,1758,1275
4593,912,796,741,1198,1753,1275
4594,911,791,736,1197,1753,1277
4595,912,795,739,1201,1751,1271
4596,912,791,741,1195,1753,1274
4597,912,794,742,1200,1747,1266
4598,911,796,738,1197,1757,1267
4599,912,791,736,1199,1755,1269
4600,912,794,739,1199,1759,1268
4601,912,795,743,1197,1751,1274
4602,911,793,737,1195,1754,1265
4603,910,791,739,1205,1751,1270
4604,910,793,733,1195,1748,1271
4605,911,791,749,1200,1759,1271
4606,911,797,735,1194,1745,1267
4607,912,791,743,1200,1755,1274
4608,912,791,734,1194,1753,1273
4609,912,791,747,1200,1752,1278
4610,912,789,739,1197,1755,1271
4611,911,798,743,1195,1758,1266
4612,912,795,741,1193,1748,1269
4613,912,789,735,1198,1753,1270
4614,912,792,735,1189,1755,1264
4615,912,798,746,1199,1751,1272
4616,911,794,734,1190,1766,1268
4617,908,793,737,1195,1753,1267
4618,908,792,739,1191,1757,1271
4619,912,791,739,1194,1756,1271
4620,911,791,742,1196,1751,1270
4621,913,795,743,1191,1747,1272
4622,912,790,741,1195,1758,1273
4623,911,793,741,1199,1751,1274
4624,910,791,735,1195,1755,1267
4625,910,796,740,1197,1746,1267
4626,912,795,742,1193,1746,1268
4627,912,793,739,1200,1751,1268
4628,912,795,741,1195,1756,1203
4629,912,791,742,1195,1690,1187
4630,914,793,646,1087,1678,1203
4631,912,704,667,1104,1689,1211
4632,752,720,656,1098,1693,1181
4633,755,706,656,1091,1675,1195
4634,759,715,662,1098,1685,1265
4635,765,718,646,1082,1751,1266
4636,774,706,730,1198,1760,1269
4637,764,793,740,1189,1749,1268
4638,909,797,731,1199,1755,1267
4639,912,794,735,1189,1753,1270
4640,910,791,743,1191,1754,1267
4641,912,790,733,1193,1759,1267
4642,911,794,742,1196,1747,1271
4643,912,791,747,1194,1751,1267
4644,911,793,742,1185,1750,1271
4645,912,796,738,1191,1753,1269
4646,911,787,741,1190,1749,1269
4647,911,788,736,1200,1761,1271
4648,911,791,735,1201,1749,1269
4649,912,797,741,1200,1756,1271
4650,912,795,743,1191,1751,1275
4651,909,794,739,1197,1763,1267
4652,912,794,742,1198,1758,1269
4653,907,797,745,1198,1751,1267
4654,912,790,741,1200,1754,1271
4655,914,793,738,1199,1755,1267
4656,912,797,735,1199,1761,1275
4657,912,791,739,1194,1747,1267
4658,912,792,735,1197,1749,1265
4659,911,786,742,1174,1746,1273
4660,912,791,742,1191,1754,1267
4661,910,789,740,1200,1753,1264
4662,911,793,745,1189,1740,1268
4663,911,790,741,1194,1751,1270
4664,912,795,736,1196,1755,1268
4665,912,789,749,1198,1758,1271
4666,912,795,737,1193,1750,1267
4667,911,791,742,1200,1749,1271
4668,911,794,736,1187,1751,1268
4669,912,796,743,1195,1750,1267
4670,911,789,738,1194,1751,1270
4671,909,793,739,1200,1751,1271
4672,912,791,735,1194,1754,1267
4673,912,791,739,1197,1761,1269
4674,909,789,743,1189,1751,1270
4675,912,790,741,1200,1750,1268
4676,912,793,745,1200,1751,1267
4677,912,791,739,1197,1755,1267
4678,911,791,721,1200,1759,1274
4679,912,792,737,1197,1753,1271
4680,912,794,742,1193,1755,1267
4681,912,795,741,1197,1755,1270
4682,910,794,734,1199,1755,1271
4683,912,791,743,1193,1757,1267
4684,912,794,736,1200,1753,1267
4685,912,791,745,1197,1755,1273
4686,912,795,735,1191,1749,1270
4687,911,795,735,1191,1750,1267
4688,911,791,741,1197,1750,1269
4689,912,794,745,1195,1744,1268
4690,910,791,737,1190,1753,1270
4691,911,796,737,1195,1747,1264
4692,911,791,741,1194,1749,1264
4693,912,791,736,1191,1749,1271
4694,912,797,743,1200,1750,1271
4695,913,790,742,1200,1751,1200
4696,912,787,657,1104,1682,1198
4697,912,719,657,1088,1677,1189
4698,768,714,656,1093,1671,1187
4699,763,710,656,1090,1680,1187
4700,767,711,645,1088,1675,1206
